age,job,marital,education,make_deposit,y
46,technician,married,professional.course,0.005,no
38,admin.,unknown,university.degree,0.306,no
61,management,married,university.degree,0.348,no
39,blue-collar,single,basic.9y,0.005,no
41,services,married,basic.9y,0.005,no
37,admin.,married,university.degree,0.011,no
45,services,divorced,high.school,0,no
38,admin.,single,university.degree,0.007,no
37,services,married,high.school,0.001,no
34,admin.,divorced,high.school,0.425,no
53,unknown,married,high.school,0.002,no
35,admin.,married,high.school,0.071,no
57,management,married,university.degree,0.012,no
74,retired,married,professional.course,0.45,yes
37,blue-collar,single,basic.9y,0.001,no
39,admin.,single,unknown,0.014,no
37,technician,married,high.school,0.45,no
32,admin.,married,high.school,0.008,no
56,retired,married,basic.4y,0.036,no
50,admin.,married,high.school,0,no
59,admin.,married,university.degree,0.003,no
41,admin.,married,university.degree,0.019,no
34,management,married,university.degree,0.354,no
40,management,married,university.degree,0.033,no
23,admin.,single,high.school,0.157,no
34,admin.,married,university.degree,0.001,no
55,admin.,divorced,university.degree,0.286,yes
27,blue-collar,single,high.school,0,no
34,blue-collar,married,basic.9y,0,no
33,blue-collar,married,high.school,0.01,no
38,blue-collar,single,basic.6y,0.027,no
46,blue-collar,married,professional.course,0.002,no
25,entrepreneur,single,university.degree,0.007,no
34,services,single,high.school,0.003,no
52,self-employed,married,university.degree,0.003,no
33,admin.,married,basic.9y,0.004,no
30,services,married,high.school,0.004,no
71,retired,married,professional.course,0.563,yes
36,technician,single,university.degree,0,no
36,blue-collar,married,basic.9y,0.002,no
40,student,single,high.school,0.152,no
56,technician,married,professional.course,0.03,no
59,retired,married,unknown,0.008,no
52,technician,married,basic.6y,0.397,no
36,admin.,married,high.school,0,no
32,admin.,single,university.degree,0.686,yes
25,blue-collar,single,basic.4y,0.038,no
41,services,married,professional.course,0.013,no
37,admin.,married,university.degree,0.28,yes
36,admin.,married,university.degree,0.328,no
51,admin.,married,high.school,0.002,no
33,blue-collar,married,basic.9y,0.19,yes
27,technician,married,professional.course,0.014,yes
58,retired,married,high.school,0.412,no
53,technician,married,professional.course,0.001,no
34,blue-collar,married,basic.9y,0.054,no
41,blue-collar,married,basic.4y,0,no
46,blue-collar,married,basic.4y,0.003,no
41,management,married,basic.6y,0.007,no
48,blue-collar,married,basic.4y,0,no
41,blue-collar,married,basic.4y,0.033,no
33,admin.,married,high.school,0.006,no
28,technician,single,professional.course,0.01,no
32,blue-collar,married,basic.9y,0,no
45,blue-collar,married,basic.9y,0.003,no
23,blue-collar,single,high.school,0.216,no
30,student,single,basic.4y,0.223,no
41,entrepreneur,single,high.school,0.011,no
33,blue-collar,married,basic.6y,0.512,no
37,unemployed,married,basic.6y,0.036,no
32,blue-collar,married,basic.9y,0.287,no
41,blue-collar,married,basic.9y,0.085,no
31,admin.,single,high.school,0.004,no
46,blue-collar,married,basic.6y,0.001,no
39,admin.,single,university.degree,0.001,no
41,blue-collar,married,high.school,0,no
59,technician,married,professional.course,0.005,no
45,services,married,high.school,0.013,no
49,management,married,high.school,0,no
41,blue-collar,divorced,basic.6y,0,no
37,blue-collar,single,unknown,0.001,no
48,housemaid,married,high.school,0.514,no
32,blue-collar,single,basic.9y,0.009,no
56,blue-collar,married,basic.9y,0.012,no
41,entrepreneur,married,high.school,0.18,yes
47,blue-collar,married,basic.9y,0.011,no
45,management,married,university.degree,0.005,no
38,technician,married,professional.course,0.642,yes
41,blue-collar,married,basic.9y,0.016,no
27,admin.,married,professional.course,0.387,no
33,management,married,high.school,0,no
32,technician,single,university.degree,0.406,no
32,admin.,single,university.degree,0.003,no
49,technician,single,university.degree,0.08,no
33,admin.,married,university.degree,0.284,no
35,blue-collar,married,high.school,0.008,no
31,technician,single,university.degree,0.004,no
46,blue-collar,married,basic.6y,0,no
54,blue-collar,married,basic.4y,0,no
33,student,married,professional.course,0.818,yes
25,admin.,married,university.degree,0.014,no
41,entrepreneur,single,high.school,0.011,no
39,admin.,married,basic.9y,0,no
28,technician,single,university.degree,0.007,no
33,admin.,single,university.degree,0.766,yes
35,blue-collar,divorced,basic.9y,0.112,no
29,technician,married,university.degree,0.004,no
28,student,single,university.degree,0.537,yes
42,admin.,single,university.degree,0.245,no
29,admin.,married,university.degree,0.108,no
47,self-employed,single,unknown,0.013,no
40,admin.,married,university.degree,0.703,yes
42,blue-collar,married,basic.9y,0.016,no
35,blue-collar,married,high.school,0,no
33,blue-collar,married,basic.6y,0.003,no
45,technician,married,professional.course,0.008,no
29,blue-collar,single,high.school,0.003,no
43,management,married,university.degree,0.003,no
54,technician,married,university.degree,0.003,no
60,retired,married,professional.course,0.716,yes
37,admin.,married,basic.9y,0.017,no
33,technician,married,professional.course,0.195,no
30,services,single,high.school,0.348,no
45,services,married,basic.6y,0.014,no
36,technician,married,high.school,0.004,no
32,admin.,single,university.degree,0.223,no
30,self-employed,married,university.degree,0.006,no
42,self-employed,married,university.degree,0.003,no
30,admin.,married,high.school,0.014,no
59,retired,married,unknown,0.372,no
37,unemployed,married,university.degree,0.134,no
39,technician,married,high.school,0.027,no
58,admin.,married,university.degree,0.004,no
34,management,married,university.degree,0.064,no
32,admin.,married,high.school,0.361,yes
38,admin.,married,high.school,0,no
39,admin.,single,university.degree,0.392,no
48,entrepreneur,married,high.school,0,no
32,admin.,single,university.degree,0.015,no
51,admin.,married,university.degree,0.004,no
39,unemployed,married,basic.9y,0.178,no
44,blue-collar,single,professional.course,0.019,no
36,technician,married,professional.course,0.004,no
45,admin.,married,high.school,0.031,no
36,admin.,married,university.degree,0.237,no
35,blue-collar,single,basic.4y,0,no
31,blue-collar,single,basic.4y,0.001,no
35,admin.,married,high.school,0.001,no
38,entrepreneur,single,university.degree,0.009,no
37,student,married,professional.course,0.071,no
36,admin.,married,university.degree,0.001,no
49,admin.,divorced,high.school,0.001,no
46,entrepreneur,married,high.school,0.086,no
39,technician,married,university.degree,0.01,no
26,services,single,high.school,0.001,no
34,admin.,single,university.degree,0.001,no
37,housemaid,married,high.school,0.079,no
47,retired,married,basic.4y,0.002,no
53,management,married,university.degree,0.008,no
33,blue-collar,single,basic.9y,0,no
41,blue-collar,single,basic.9y,0.063,no
36,admin.,married,university.degree,0.194,no
43,management,married,unknown,0.03,no
30,admin.,single,university.degree,0.802,yes
35,services,married,high.school,0,no
45,admin.,married,high.school,0.003,no
36,admin.,married,university.degree,0,no
37,admin.,married,high.school,0,no
31,technician,divorced,university.degree,0.004,no
49,unemployed,married,high.school,0.313,no
42,admin.,married,university.degree,0,no
30,blue-collar,single,basic.9y,0.058,no
36,admin.,married,high.school,0.006,no
38,blue-collar,divorced,unknown,0,no
38,admin.,married,university.degree,0.125,no
43,admin.,married,university.degree,0,no
38,entrepreneur,married,basic.9y,0.006,no
54,admin.,married,basic.9y,0.002,no
31,admin.,married,high.school,0.008,no
47,management,married,unknown,0.004,no
40,self-employed,single,university.degree,0.425,yes
43,admin.,married,high.school,0,no
45,self-employed,married,basic.4y,0.003,no
47,admin.,married,high.school,0.004,no
33,blue-collar,married,professional.course,0.17,no
32,blue-collar,married,high.school,0.333,yes
42,technician,single,university.degree,0.016,no
44,admin.,married,university.degree,0.005,no
39,housemaid,married,basic.9y,0.003,no
34,services,married,high.school,0.001,no
31,admin.,single,high.school,0,no
43,admin.,married,university.degree,0.001,no
37,unemployed,married,professional.course,0.007,no
45,blue-collar,divorced,basic.9y,0.001,no
46,blue-collar,married,basic.4y,0.003,no
48,technician,married,basic.6y,0.008,no
37,blue-collar,married,basic.9y,0,no
35,unemployed,married,high.school,0.008,no
34,admin.,married,high.school,0.008,no
33,self-employed,married,university.degree,0.046,no
35,housemaid,married,basic.9y,0.026,no
38,admin.,divorced,high.school,0.428,no
34,technician,single,unknown,0.81,yes
30,technician,married,professional.course,0.002,no
54,blue-collar,married,basic.4y,0.007,no
62,retired,married,university.degree,0.824,yes
38,services,single,high.school,0.102,yes
42,management,married,university.degree,0.364,yes
71,retired,married,professional.course,0.375,yes
39,services,single,high.school,0.001,no
51,services,married,high.school,0.011,no
51,technician,married,basic.6y,0.146,no
41,blue-collar,married,professional.course,0.01,no
40,management,married,university.degree,0.004,no
51,admin.,divorced,professional.course,0.249,no
46,admin.,married,university.degree,0.223,no
43,services,divorced,professional.course,0.023,no
55,blue-collar,divorced,basic.6y,0.004,no
59,admin.,married,basic.6y,0.013,no
47,entrepreneur,married,professional.course,0.009,no
24,blue-collar,single,basic.9y,0.538,no
78,retired,divorced,professional.course,0.656,yes
28,entrepreneur,married,basic.9y,0.049,no
32,services,single,basic.9y,0.437,no
30,technician,married,professional.course,0,no
31,admin.,single,university.degree,0.003,no
49,services,married,high.school,0.007,no
38,technician,married,high.school,0.008,no
35,technician,married,professional.course,0.329,no
47,unknown,married,unknown,0.026,no
55,blue-collar,married,basic.4y,0.008,no
31,blue-collar,single,basic.9y,0.003,no
34,admin.,married,university.degree,0.006,no
28,blue-collar,single,basic.9y,0.001,no
38,admin.,married,university.degree,0.021,no
29,admin.,single,university.degree,0.464,no
43,blue-collar,married,basic.9y,0.005,no
29,admin.,single,unknown,0.006,no
48,blue-collar,married,basic.9y,0.002,no
33,unemployed,single,university.degree,0.02,no
36,admin.,single,university.degree,0.18,no
44,technician,married,professional.course,0.289,no
48,blue-collar,married,basic.9y,0.248,no
56,retired,married,high.school,0.394,yes
46,technician,married,professional.course,0.011,no
58,admin.,divorced,university.degree,0,no
36,self-employed,married,basic.6y,0.017,no
43,admin.,married,university.degree,0.104,no
34,blue-collar,married,basic.9y,0.107,no
33,admin.,divorced,university.degree,0.052,no
33,unemployed,divorced,professional.course,0.004,no
67,retired,married,basic.6y,0.554,yes
76,retired,married,university.degree,0.524,no
32,blue-collar,married,basic.9y,0.004,no
56,blue-collar,married,professional.course,0.159,yes
35,entrepreneur,divorced,university.degree,0.002,no
36,admin.,married,university.degree,0.001,no
32,admin.,divorced,university.degree,0.003,no
38,self-employed,married,basic.9y,0.024,no
38,admin.,single,university.degree,0.003,no
37,blue-collar,married,basic.6y,0.009,no
47,technician,divorced,high.school,0,no
54,blue-collar,divorced,high.school,0.007,no
45,housemaid,married,high.school,0.001,no
28,blue-collar,single,basic.9y,0.611,no
28,admin.,married,university.degree,0.247,no
31,services,married,high.school,0.018,no
47,blue-collar,married,basic.4y,0.005,no
26,services,single,high.school,0.322,yes
31,admin.,single,university.degree,0.277,yes
32,entrepreneur,divorced,high.school,0.02,no
68,retired,divorced,high.school,0.186,no
21,admin.,single,high.school,0.004,no
39,blue-collar,married,basic.6y,0.001,no
40,unemployed,divorced,university.degree,0.513,yes
33,admin.,married,university.degree,0,no
36,entrepreneur,married,university.degree,0.024,no
53,blue-collar,married,basic.6y,0.644,yes
30,unemployed,married,high.school,0.008,no
38,technician,married,professional.course,0.44,yes
31,admin.,married,university.degree,0.003,no
30,student,single,unknown,0.502,yes
43,entrepreneur,married,basic.4y,0,no
34,technician,single,university.degree,0.029,no
43,management,married,high.school,0.005,no
49,blue-collar,married,basic.4y,0,no
57,retired,married,basic.4y,0.015,no
30,blue-collar,single,basic.9y,0.008,no
59,retired,married,basic.4y,0.001,no
25,admin.,single,university.degree,0.1,no
43,blue-collar,married,basic.6y,0.003,no
80,retired,divorced,basic.4y,0.886,yes
35,admin.,single,high.school,0.005,no
49,management,married,university.degree,0.346,no
47,admin.,divorced,high.school,0.02,no
38,technician,single,professional.course,0.002,no
32,blue-collar,married,basic.9y,0.004,no
32,housemaid,married,basic.4y,0.001,no
46,admin.,married,university.degree,0.659,yes
53,services,married,high.school,0.484,no
30,technician,married,professional.course,0.001,no
47,blue-collar,married,basic.6y,0.004,no
54,admin.,married,high.school,0.001,no
38,admin.,single,basic.9y,0.01,no
33,self-employed,married,basic.9y,0.004,no
55,retired,married,high.school,0.045,no
60,retired,married,university.degree,0.011,no
31,technician,married,university.degree,0,no
45,blue-collar,married,basic.4y,0.006,no
32,management,divorced,university.degree,0.05,no
35,blue-collar,married,basic.6y,0,no
35,blue-collar,married,basic.9y,0,no
33,services,married,high.school,0.025,no
31,technician,single,professional.course,0.013,no
31,admin.,single,university.degree,0,no
36,admin.,divorced,university.degree,0.007,no
35,admin.,married,university.degree,0.007,no
48,management,married,university.degree,0.002,no
29,admin.,single,university.degree,0.004,no
31,admin.,married,university.degree,0,no
41,unemployed,married,basic.9y,0.068,no
39,blue-collar,single,basic.4y,0.03,no
33,services,single,high.school,0.021,no
36,technician,single,professional.course,0.463,no
56,admin.,single,high.school,0.013,no
42,admin.,married,professional.course,0.001,no
34,technician,married,university.degree,0,no
34,self-employed,married,university.degree,0.004,no
42,admin.,married,professional.course,0.069,yes
41,technician,married,basic.9y,0.005,no
26,admin.,single,high.school,0.038,no
32,admin.,single,university.degree,0.28,no
49,blue-collar,divorced,basic.4y,0.004,no
33,technician,married,university.degree,0.015,no
39,blue-collar,married,basic.6y,0.001,no
41,technician,single,professional.course,0.002,no
27,admin.,single,university.degree,0.394,no
56,retired,married,basic.4y,0.006,no
45,blue-collar,married,basic.9y,0,no
31,admin.,single,university.degree,0.004,no
47,technician,married,university.degree,0.083,no
27,admin.,married,high.school,0.002,no
58,housemaid,married,basic.4y,0.328,no
42,entrepreneur,single,university.degree,0.194,no
35,technician,single,professional.course,0.246,no
51,blue-collar,married,basic.4y,0.264,no
43,blue-collar,single,basic.9y,0.01,no
36,management,single,university.degree,0.002,no
43,technician,married,high.school,0.335,yes
30,technician,married,high.school,0.001,no
35,admin.,married,high.school,0,no
45,blue-collar,married,basic.9y,0.004,no
50,technician,married,university.degree,0.036,no
31,student,single,university.degree,0.002,no
31,admin.,single,university.degree,0.003,no
58,retired,married,basic.9y,0.281,yes
47,management,married,basic.4y,0,no
32,admin.,single,basic.9y,0.005,no
33,technician,single,university.degree,0.031,no
33,blue-collar,single,basic.4y,0.098,no
29,admin.,single,university.degree,0.004,no
22,admin.,single,high.school,0.021,no
41,admin.,married,high.school,0.006,no
23,blue-collar,single,high.school,0.033,no
37,blue-collar,married,basic.9y,0.004,no
37,unemployed,married,professional.course,0.007,no
44,admin.,married,university.degree,0.001,no
33,blue-collar,married,basic.9y,0.02,no
35,management,married,high.school,0.008,no
44,blue-collar,married,basic.4y,0,no
50,blue-collar,divorced,basic.9y,0.009,no
29,management,single,university.degree,0.003,no
44,unknown,married,high.school,0.01,no
46,management,married,basic.9y,0.005,no
38,blue-collar,single,basic.4y,0.007,no
38,technician,single,professional.course,0.002,no
44,entrepreneur,married,university.degree,0.262,no
56,admin.,divorced,basic.9y,0.001,no
31,entrepreneur,married,basic.6y,0.006,no
39,entrepreneur,single,basic.6y,0.006,no
30,technician,single,professional.course,0.184,no
43,self-employed,divorced,university.degree,0.002,no
29,blue-collar,married,basic.4y,0.003,no
60,admin.,married,professional.course,0.696,yes
37,technician,single,university.degree,0.003,no
29,admin.,married,high.school,0.792,yes
38,technician,single,university.degree,0.077,no
35,services,divorced,high.school,0.022,no
48,services,married,basic.9y,0.03,no
56,management,married,university.degree,0.002,no
55,blue-collar,married,basic.4y,0.056,no
34,blue-collar,married,basic.9y,0.001,no
36,admin.,single,university.degree,0.002,no
55,technician,married,professional.course,0.062,no
53,blue-collar,married,basic.4y,0.204,yes
35,blue-collar,married,high.school,0.215,no
46,services,divorced,high.school,0.351,no
30,self-employed,married,university.degree,0.049,no
48,management,married,university.degree,0,no
38,blue-collar,married,basic.6y,0.003,no
40,management,divorced,university.degree,0.002,no
30,admin.,married,basic.6y,0.011,no
30,admin.,single,university.degree,0.477,yes
39,admin.,single,high.school,0.001,no
45,entrepreneur,married,university.degree,0.016,no
40,blue-collar,married,basic.9y,0.014,no
45,technician,divorced,professional.course,0.013,no
43,management,single,university.degree,0.515,no
57,retired,single,basic.4y,0.019,no
48,unknown,married,unknown,0.002,no
40,management,married,basic.6y,0.006,no
33,technician,married,university.degree,0.012,no
51,blue-collar,married,basic.9y,0.025,no
29,technician,married,university.degree,0.015,no
45,management,divorced,university.degree,0.012,no
46,technician,single,professional.course,0.002,no
42,technician,married,high.school,0.229,no
31,services,married,basic.9y,0.028,no
47,admin.,divorced,high.school,0.017,no
45,admin.,divorced,university.degree,0.445,no
45,admin.,married,university.degree,0.035,no
36,blue-collar,married,basic.9y,0,no
55,housemaid,married,basic.4y,0.517,yes
48,admin.,single,university.degree,0.028,no
31,admin.,married,high.school,0.002,no
34,admin.,divorced,high.school,0.777,no
46,entrepreneur,married,basic.9y,0.009,no
34,self-employed,single,university.degree,0.001,no
54,technician,divorced,university.degree,0.047,no
27,admin.,single,university.degree,0.032,no
39,blue-collar,married,basic.6y,0.036,no
36,blue-collar,married,basic.9y,0.003,no
36,admin.,married,high.school,0.007,no
51,technician,married,professional.course,0.003,no
41,services,married,high.school,0.01,no
35,technician,single,university.degree,0.046,no
31,blue-collar,married,basic.6y,0.142,no
52,services,married,basic.6y,0.008,no
34,blue-collar,married,basic.9y,0.612,no
30,technician,single,professional.course,0.004,no
36,admin.,married,university.degree,0,no
36,admin.,single,university.degree,0.135,no
28,technician,single,professional.course,0.687,yes
59,technician,single,university.degree,0.006,no
32,services,married,high.school,0.005,no
34,blue-collar,married,unknown,0.004,no
38,admin.,married,high.school,0.18,no
34,admin.,single,university.degree,0.049,no
24,services,single,high.school,0.197,no
27,technician,single,high.school,0.009,no
43,entrepreneur,married,high.school,0.465,yes
34,blue-collar,single,basic.9y,0.008,no
48,entrepreneur,married,university.degree,0.005,no
35,management,married,university.degree,0,no
52,technician,married,professional.course,0.001,no
35,technician,married,professional.course,0.003,no
30,technician,single,professional.course,0.146,no
39,technician,single,university.degree,0.551,yes
31,blue-collar,married,basic.9y,0.365,no
53,admin.,married,university.degree,0.303,no
46,admin.,married,university.degree,0.011,no
46,blue-collar,single,basic.6y,0.005,no
25,management,single,university.degree,0.007,no
52,technician,married,professional.course,0.002,no
51,management,married,university.degree,0.001,no
31,admin.,married,university.degree,0.13,yes
45,technician,married,professional.course,0,no
37,services,married,high.school,0,no
39,housemaid,married,basic.4y,0.002,no
39,services,single,high.school,0.002,no
57,admin.,single,unknown,0.005,no
37,self-employed,married,professional.course,0.001,no
48,blue-collar,married,basic.9y,0.045,no
49,admin.,married,basic.9y,0.069,no
58,services,divorced,high.school,0.023,no
36,blue-collar,married,basic.9y,0.002,no
33,admin.,married,professional.course,0.003,no
34,admin.,single,university.degree,0.008,no
28,blue-collar,single,high.school,0.007,no
41,services,divorced,high.school,0.004,no
25,blue-collar,single,basic.9y,0.01,no
31,management,married,university.degree,0.026,no
31,admin.,unknown,high.school,0.002,no
29,technician,single,high.school,0.013,no
34,technician,single,university.degree,0.005,no
41,admin.,single,university.degree,0.009,no
44,services,married,high.school,0.006,no
46,admin.,married,high.school,0.005,no
45,admin.,married,university.degree,0.828,yes
33,services,married,high.school,0.41,yes
59,entrepreneur,divorced,high.school,0.007,no
41,admin.,divorced,high.school,0.024,no
32,technician,married,university.degree,0.001,no
47,technician,single,high.school,0.004,no
51,admin.,married,university.degree,0.004,no
42,admin.,single,basic.9y,0.002,no
40,admin.,married,high.school,0.283,no
48,blue-collar,married,basic.9y,0.002,no
39,admin.,divorced,high.school,0.001,no
37,self-employed,single,university.degree,0.002,no
34,services,divorced,basic.6y,0.012,no
42,blue-collar,married,basic.4y,0,no
35,technician,married,high.school,0.673,no
41,blue-collar,married,basic.4y,0,no
44,admin.,married,basic.9y,0.015,no
36,services,married,high.school,0.01,no
41,management,married,university.degree,0,no
57,admin.,single,university.degree,0.001,no
39,admin.,married,high.school,0.007,no
43,entrepreneur,married,professional.course,0.035,no
43,blue-collar,married,basic.4y,0.006,no
47,admin.,married,university.degree,0.001,no
35,admin.,married,university.degree,0.042,no
27,admin.,married,high.school,0,no
29,blue-collar,married,basic.4y,0.001,no
49,blue-collar,married,basic.4y,0,no
32,admin.,married,university.degree,0.08,no
41,blue-collar,married,basic.9y,0.007,yes
35,technician,single,professional.course,0.005,no
49,admin.,married,high.school,0.013,no
48,admin.,married,high.school,0.114,no
36,admin.,married,university.degree,0.475,yes
49,admin.,married,high.school,0.392,no
31,unemployed,divorced,unknown,0.421,no
35,admin.,single,basic.4y,0.006,no
57,retired,divorced,basic.9y,0.464,yes
60,admin.,married,university.degree,0.002,no
36,services,single,high.school,0.006,no
40,admin.,single,high.school,0.004,no
53,management,married,university.degree,0.007,no
59,housemaid,divorced,basic.4y,0.02,no
33,technician,married,professional.course,0.209,no
51,admin.,divorced,university.degree,0.006,no
26,housemaid,single,high.school,0.005,no
42,technician,married,high.school,0.017,no
38,admin.,married,university.degree,0.001,no
38,entrepreneur,married,basic.4y,0.004,no
58,retired,married,high.school,0.048,no
44,blue-collar,married,unknown,0.008,no
53,blue-collar,divorced,basic.4y,0.001,no
42,blue-collar,married,basic.4y,0.06,no
32,entrepreneur,married,basic.6y,0.028,no
48,blue-collar,married,basic.9y,0.001,no
44,blue-collar,married,basic.9y,0.001,no
54,retired,divorced,professional.course,0.006,no
38,services,married,high.school,0.005,no
28,admin.,single,high.school,0.643,yes
44,blue-collar,married,basic.4y,0,no
49,entrepreneur,married,university.degree,0.003,no
33,technician,single,professional.course,0.002,no
42,blue-collar,married,basic.4y,0.168,no
44,management,married,university.degree,0.035,no
39,admin.,single,university.degree,0,no
74,retired,divorced,basic.4y,0.265,no
38,technician,single,university.degree,0.003,no
35,blue-collar,married,basic.9y,0,no
33,admin.,divorced,university.degree,0.002,no
48,blue-collar,married,basic.6y,0.761,yes
33,admin.,married,university.degree,0.418,no
55,admin.,single,university.degree,0.026,no
29,blue-collar,divorced,high.school,0.035,no
49,blue-collar,divorced,basic.6y,0.031,no
43,blue-collar,married,unknown,0.019,no
32,admin.,single,university.degree,0.526,yes
52,technician,married,basic.9y,0.003,no
32,admin.,single,professional.course,0.002,no
39,entrepreneur,married,university.degree,0.026,no
41,blue-collar,single,university.degree,0.009,no
33,admin.,single,university.degree,0.015,no
52,services,married,basic.9y,0.016,no
36,management,married,university.degree,0,no
33,services,married,high.school,0.009,no
47,blue-collar,married,high.school,0,no
42,technician,single,university.degree,0.036,no
54,services,married,high.school,0.006,no
48,blue-collar,divorced,basic.4y,0.044,no
32,admin.,single,university.degree,0.055,no
41,self-employed,married,professional.course,0.024,no
30,services,divorced,basic.9y,0.01,yes
40,technician,divorced,high.school,0.013,no
34,admin.,married,university.degree,0.226,no
36,management,married,basic.9y,0.012,no
60,blue-collar,married,basic.9y,0.008,no
33,admin.,single,university.degree,0.007,no
30,technician,married,professional.course,0.007,no
46,admin.,married,high.school,0.595,yes
54,services,married,high.school,0.004,no
29,services,married,high.school,0,no
27,blue-collar,married,basic.9y,0.016,no
56,technician,married,basic.4y,0.011,no
18,student,single,basic.4y,0.619,yes
50,technician,married,high.school,0.003,no
34,technician,married,university.degree,0.011,no
32,self-employed,married,university.degree,0.025,no
35,blue-collar,married,basic.9y,0.026,no
36,retired,single,university.degree,0.058,no
29,admin.,single,high.school,0.006,no
42,technician,married,university.degree,0.02,no
45,technician,married,professional.course,0.155,no
49,management,married,university.degree,0.04,no
34,blue-collar,married,basic.9y,0.01,no
29,technician,single,basic.9y,0.295,no
35,services,divorced,university.degree,0.012,no
31,admin.,married,university.degree,0.236,no
47,blue-collar,divorced,basic.4y,0.001,no
32,management,single,university.degree,0.566,yes
43,blue-collar,married,basic.9y,0.01,no
48,admin.,married,high.school,0,no
50,management,married,university.degree,0.018,no
25,admin.,single,university.degree,0.221,no
33,admin.,married,university.degree,0,no
29,unemployed,single,university.degree,0.004,no
50,admin.,married,basic.9y,0.02,no
42,blue-collar,married,basic.4y,0.002,no
30,blue-collar,single,high.school,0.001,no
50,self-employed,married,basic.4y,0.017,no
35,blue-collar,married,basic.9y,0.001,no
28,admin.,married,high.school,0.79,yes
38,admin.,married,university.degree,0,no
35,admin.,single,university.degree,0.002,no
48,retired,married,basic.4y,0.024,no
54,unemployed,married,basic.9y,0.31,yes
37,unemployed,married,professional.course,0.001,no
35,retired,married,professional.course,0.224,no
37,technician,single,university.degree,0,no
23,blue-collar,married,basic.9y,0.11,no
48,admin.,single,university.degree,0.001,no
33,technician,married,high.school,0.001,no
57,blue-collar,divorced,professional.course,0.004,no
44,blue-collar,married,basic.9y,0.032,no
39,services,single,high.school,0.486,no
29,admin.,single,high.school,0.003,no
28,admin.,single,university.degree,0.462,no
36,management,married,university.degree,0.002,no
47,unemployed,married,professional.course,0.001,no
35,admin.,single,basic.4y,0.235,no
23,blue-collar,married,basic.9y,0.02,no
44,blue-collar,married,basic.4y,0.002,no
30,blue-collar,married,basic.9y,0.001,no
43,management,married,university.degree,0.128,no
32,admin.,single,high.school,0.002,no
51,blue-collar,married,basic.4y,0,no
40,technician,married,university.degree,0.035,no
49,technician,married,professional.course,0.053,no
40,admin.,single,professional.course,0.009,no
30,blue-collar,divorced,basic.9y,0.001,no
80,retired,divorced,basic.4y,0.69,yes
31,technician,married,high.school,0.002,no
33,blue-collar,single,basic.4y,0.562,yes
40,admin.,single,university.degree,0.009,no
36,admin.,single,university.degree,0.002,no
48,services,married,high.school,0,no
36,housemaid,single,university.degree,0.575,no
32,admin.,divorced,university.degree,0.002,no
33,admin.,single,university.degree,0,no
33,self-employed,married,university.degree,0.005,no
43,services,divorced,high.school,0.407,yes
30,technician,single,professional.course,0.691,no
57,housemaid,married,basic.4y,0.004,no
30,admin.,married,university.degree,0.222,no
46,blue-collar,married,basic.9y,0.003,no
57,blue-collar,divorced,basic.4y,0,no
39,self-employed,married,basic.9y,0.017,no
38,admin.,single,university.degree,0.005,no
27,admin.,married,university.degree,0.745,yes
40,blue-collar,married,basic.6y,0.011,no
57,admin.,married,university.degree,0.506,yes
30,technician,single,university.degree,0.395,no
37,technician,married,university.degree,0.002,no
31,admin.,single,high.school,0.004,no
61,retired,married,basic.4y,0.623,yes
44,admin.,single,university.degree,0.001,no
31,management,married,university.degree,0.01,no
32,blue-collar,single,university.degree,0.008,no
43,services,divorced,high.school,0.012,no
64,retired,married,university.degree,0.829,no
44,blue-collar,married,basic.4y,0.011,no
31,admin.,single,university.degree,0.006,no
50,services,married,high.school,0.004,no
42,unemployed,married,basic.9y,0.002,no
44,unknown,married,unknown,0.266,no
35,self-employed,married,university.degree,0.005,no
38,entrepreneur,married,university.degree,0.2,no
30,admin.,married,university.degree,0.429,no
48,technician,single,professional.course,0.034,no
27,services,single,high.school,0.026,no
36,self-employed,married,basic.9y,0.011,no
24,blue-collar,single,basic.9y,0.034,no
46,management,married,university.degree,0.018,no
37,student,single,unknown,0.15,no
56,technician,married,professional.course,0.037,no
50,retired,married,basic.4y,0.227,no
51,services,married,high.school,0.152,no
43,technician,divorced,professional.course,0.067,no
26,admin.,single,university.degree,0.275,no
34,admin.,single,high.school,0.048,no
22,blue-collar,single,basic.6y,0.457,yes
40,management,married,university.degree,0,no
35,technician,married,university.degree,0.003,no
38,housemaid,married,high.school,0.004,no
34,blue-collar,married,high.school,0.006,no
30,admin.,single,university.degree,0.007,no
45,blue-collar,married,professional.course,0.126,no
48,blue-collar,married,basic.4y,0.012,no
52,services,married,unknown,0,no
45,technician,divorced,university.degree,0.005,no
32,technician,single,professional.course,0.007,no
34,blue-collar,married,basic.9y,0.335,yes
44,blue-collar,married,basic.9y,0.002,no
41,blue-collar,single,basic.6y,0.004,no
57,retired,married,basic.4y,0.033,no
45,admin.,married,unknown,0.019,no
31,services,married,high.school,0.017,no
46,technician,divorced,professional.course,0.013,no
37,self-employed,single,university.degree,0.368,yes
36,blue-collar,married,basic.4y,0.014,no
34,technician,single,basic.9y,0.778,yes
46,admin.,married,professional.course,0,no
41,blue-collar,married,professional.course,0.017,no
33,technician,single,high.school,0.005,no
33,blue-collar,married,basic.6y,0.22,no
32,admin.,married,university.degree,0.001,no
27,admin.,married,basic.9y,0.008,no
33,technician,single,professional.course,0.007,no
27,student,single,basic.9y,0.241,no
